y,x,group
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
550,40,B
